Date,Q1,Q2,Q3
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
2023-11-25,0,0,0
